ticker,date,article_datetime,title,polarity,neg,neu,pos
MSFT,2025-01-29,2025-01-29T14:17:00+00:00,Microsoft’s Spending Is the Focus for Earnings. DeepSeek Changed the Game.,0.0,0.0,1.0,0.0
MSFT,2025-01-29,2025-01-29T14:13:07+00:00,Alibaba Surges as AI Battle Heats Up; Nvidia Rebounds After Historic Loss,-0.869,0.094,0.861,0.044
MSFT,2025-01-29,2025-01-29T14:12:58+00:00,"Big Tech earnings, Fed rate decision, ASML: 3 Things",0.836,0.008,0.937,0.055
MSFT,2025-01-29,2025-01-29T14:12:07+00:00,Why Microsoft (MSFT) Is the Best Stock to Buy in 2025 for Beginners,0.995,0.016,0.893,0.091
MSFT,2025-01-29,2025-01-29T13:50:47+00:00,"Report recommends CMA board consider probing AWS, Microsoft cloud services",0.992,0.021,0.871,0.109
MSFT,2025-01-29,2025-01-29T13:28:04+00:00,"Microsoft Set to Gain as DeepSeek AI Slashes Costs, Analysts Say",0.971,0.03,0.826,0.144
MSFT,2025-01-29,2025-01-29T12:27:00+00:00,"DeepSeek AI Fears Haunt Meta, Microsoft Earnings. What Stock Markets Need to See and 5 Other Things to Know Today.",-0.542,0.124,0.836,0.04
MSFT,2025-01-29,2025-01-29T12:00:00+00:00,U.S. Businesses Already Love DeepSeek,-0.026,0.026,0.95,0.024
MSFT,2025-01-29,2025-01-29T11:52:30+00:00,Microsoft Corporation (MSFT): Exploring AI Expansion with TikTok Acquisition Talks,0.996,0.038,0.837,0.125
MSFT,2025-01-29,2025-01-29T11:27:00+00:00,"The Zacks Analyst Blog Highlights NVIDIA, Broadcom, Amphenol, Microsoft and Meta Platform",0.999,0.017,0.843,0.139
MSFT,2025-01-29,2025-01-29T11:20:51+00:00,"Market Chatter: Microsoft, OpenAI Find Evidence DeepSeek Breached Rules in Developing AI Models",0.0,0.0,1.0,0.0
MSFT,2025-01-29,2025-01-29T11:09:09+00:00,"DeepSeek's AI Breakthrough Sparks Microsoft, OpenAI Probe Into Possible Data Breach",0.81,0.029,0.906,0.065
MSFT,2025-01-29,2025-01-29T11:05:16+00:00,"OpenAI's Next Move With Microsoft: Bigger Than Anyone Thinks, Says CEO Sam Altman",0.859,0.05,0.857,0.093
MSFT,2025-01-29,2025-01-29T10:30:07+00:00,DeepSeek whammy shifts focus to Big Tech trio’s earnings reports,0.989,0.035,0.88,0.085
MSFT,2025-01-29,2025-01-29T10:29:00+00:00,"These Stocks Are Moving the Most Today: ASML, Nvidia, Tesla, Microsoft, Meta, F5, LendingClub, and More",0.202,0.0,0.945,0.055
MSFT,2025-01-29,2025-01-29T09:19:25+00:00,Wall Street stalls ahead of Fed decision as FTSE closes higher,1.0,0.049,0.848,0.103
MSFT,2025-01-29,2025-01-29T09:07:58+00:00,"Tech earnings ahead, Fed decision, ASML reports - what's moving markets",-0.495,0.078,0.842,0.08
MSFT,2025-01-29,2025-01-29T05:32:55+00:00,Jim Cramer on Microsoft Corporation (MSFT): ‘This Has Become A Battleground Stock’,0.96,0.076,0.833,0.091
MSFT,2025-01-29,2025-01-29T00:00:00+00:00,Who Owns ChatGPT?,0.0,0.0,1.0,0.0
NVDA,2024-02-21,2024-02-21T23:55:01+00:00,Nvidia Surges After AI Boom Shows No Signs of Letting Up,0.996,0.032,0.875,0.093
NVDA,2024-02-21,2024-02-21T23:32:00+00:00,NVIDIA Earnings: Another Beat Delivered,0.991,0.013,0.864,0.123
NVDA,2024-02-21,2024-02-21T23:30:43+00:00,Nvidia Reported Earnings Tonight. Its Shares Are Rising,0.511,0.0,0.896,0.104
NVDA,2024-02-21,2024-02-21T23:12:49+00:00,"Nvidia stock surges after results, lifts other AI shares",0.974,0.017,0.886,0.097
NVDA,2024-02-21,2024-02-21T23:04:25+00:00,Nvidia Adds UK to List of Governments Scrutinizing Its Business,0.0,0.06,0.88,0.06
NVDA,2024-02-21,2024-02-21T23:04:00+00:00,NVIDIA Beats &amp; Raises in Q4; Late Trading +8%,0.997,0.036,0.84,0.124
NVDA,2024-02-21,2024-02-21T23:01:16+00:00,"AMD, Super Micro, Palantir, Other AI Stocks Gain on Nvidia's Strong Quarter",0.904,0.0,0.804,0.196
NVDA,2024-02-21,2024-02-21T22:50:48+00:00,Fed will be 'comfortable' in 2-3% inflation range: Strategist,0.832,0.011,0.918,0.071
NVDA,2024-02-21,2024-02-21T22:45:49+00:00,Nvidia's revenue soars 265% year over year due to generative AI boom,0.997,0.01,0.852,0.138
NVDA,2024-02-21,2024-02-21T22:40:44+00:00,How Nvidia's Q4 earnings set the stage for further dominance,0.923,0.014,0.929,0.057
NVDA,2024-02-21,2024-02-21T22:40:10+00:00,Nvidia (NVDA) Tops Q4 Earnings and Revenue Estimates,0.996,0.005,0.891,0.104
NVDA,2024-02-21,2024-02-21T22:30:00+00:00,Nvidia Reports Another Blowout Quarter -- This Is What Investors Should Know,-0.382,0.082,0.849,0.069
NVDA,2024-02-21,2024-02-21T22:28:13+00:00,"Lucid, APA, stock reaction to Nvidia: After-hour movers",0.992,0.026,0.89,0.084
NVDA,2024-02-21,2024-02-21T22:22:44+00:00,Nvidia Stock Jumps After CFO Says Demand ‘Far Exceeds’ Supply for Coming Chips,0.863,0.046,0.777,0.177
NVDA,2024-02-21,2024-02-21T21:46:36+00:00,Nvidia to set the tone,0.979,0.06,0.837,0.103
NVDA,2024-02-21,2024-02-21T21:40:21+00:00,3 Millionaire-Maker Robotics Stocks to Buy in February 2024,0.998,0.004,0.891,0.105
NVDA,2024-02-21,2024-02-21T21:39:00+00:00,"Nvidia Q4 earnings beat, generative AI reaching a 'tipping point'",0.361,0.012,0.955,0.033
NVDA,2024-02-21,2024-02-21T21:34:39+00:00,Nvidia Delivers Another Beat-And-Raise Quarter Fueled By AI Chips,0.0,0.0,1.0,0.0
NVDA,2024-02-21,2024-02-21T21:26:39+00:00,"Nvidia results, forecast beat estimates across the board as China sales slow 'significantly'",0.727,0.019,0.933,0.048
NVDA,2024-02-21,2024-02-21T21:26:01+00:00,Nvidia forecasts first-quarter revenue above estimates,0.978,0.026,0.846,0.128
NVDA,2024-02-21,2024-02-21T21:20:00+00:00,NVIDIA Announces Financial Results for Fourth Quarter and Fiscal 2024,0.998,0.036,0.892,0.072
NVDA,2024-02-21,2024-02-21T21:03:58+00:00,"US STOCKS-S&amp;P 500, Dow close slightly up; market awaits Nvidia results",0.96,0.068,0.838,0.095
NVDA,2024-02-21,2024-02-21T20:57:17+00:00,15 States With the Best Unemployment Benefits in 2024,1.0,0.068,0.752,0.18
NVDA,2024-02-21,2024-02-21T20:31:00+00:00,"Could Nvidia's Stock Price Hit $1,300? Some Options Traders Say Yes",0.542,0.0,0.919,0.081
NVDA,2024-02-21,2024-02-21T20:29:58+00:00,"GLOBAL MARKETS-Stocks slip, yields rise as Fed fears cutting rates too soon",-0.957,0.082,0.866,0.052
NVDA,2024-02-21,2024-02-21T20:00:29+00:00,US STOCKS-Equities down again on caution ahead of Nvidia earnings,0.975,0.061,0.846,0.093
NVDA,2024-02-21,2024-02-21T19:22:00+00:00,Checking the Average Zacks Price Target for Nvidia's Stock Before Earnings,0.995,0.003,0.863,0.134
NVDA,2024-02-21,2024-02-21T18:02:37+00:00,How markets react to Nvidia's earnings,0.361,0.0,0.973,0.027
NVDA,2024-02-21,2024-02-21T18:00:33+00:00,"Aldi plans to create 5,500 jobs as shoppers switch to discounters",0.999,0.079,0.829,0.092
NVDA,2024-02-21,2024-02-21T17:49:42+00:00,Nvidia’s High-Stakes Earnings Has Entire Market on Edge,0.989,0.048,0.857,0.094
NVDA,2024-02-21,2024-02-21T17:37:33+00:00,ETFs: Are investors overexposed to stocks like Nvidia?,0.882,0.052,0.855,0.093
NVDA,2024-02-21,2024-02-21T17:04:15+00:00,Amazon addition helps Dow stay 'relevant',0.989,0.005,0.912,0.083
NVDA,2024-02-21,2024-02-21T16:59:17+00:00,"US STOCKS-Nasdaq tumbles ahead of AI-darling Nvidia's results, Fed minutes",0.988,0.038,0.872,0.09
NVDA,2024-02-21,2024-02-21T16:45:00+00:00,Here’s What Wall Street Analysts Think of Nvidia Stock Ahead of Earnings,0.0,0.0,1.0,0.0
NVDA,2024-02-21,2024-02-21T16:36:26+00:00,Tech Stocks Are Dragging Again,0.0,0.0,1.0,0.0
NVDA,2024-02-21,2024-02-21T16:07:50+00:00,"GLOBAL MARKETS-Dollar steady, stocks slip ahead of Nvidia results",-0.758,0.061,0.89,0.05
NVDA,2024-02-21,2024-02-21T15:57:54+00:00,"Stock Market Today: Dow Jones, S&amp;P 500 Retreat; All Eyes On Nvidia As Palo Alto Plummets",-0.718,0.207,0.793,0.0
NVDA,2024-02-21,2024-02-21T15:50:00+00:00,Minutes of January FOMC Meet Expected Before Closing Bell,0.991,0.025,0.873,0.101
NVDA,2024-02-21,2024-02-21T15:43:00+00:00,All Eyes on Nvidia Earnings: Here's What to Expect,0.998,0.007,0.889,0.103
NVDA,2024-02-21,2024-02-21T15:23:52+00:00,Nvidia Teams Up with Google to Offer a New AI Model For Consumers,0.459,0.0,0.964,0.036
NVDA,2024-02-21,2024-02-21T15:17:59+00:00,12 Best NYSE Penny Stocks To Buy,1.0,0.035,0.838,0.127
NVDA,2024-02-21,2024-02-21T14:54:22+00:00,"Nvidia's Key Challenges, Opportunities With Earnings Due; Is Nvidia A Buy?",0.382,0.0,0.885,0.115
NVDA,2024-02-21,2024-02-21T14:54:12+00:00,"This Hot AI Play And Nvidia Partner Tumbles On Weak Sales, Guidance",0.477,0.0,0.866,0.134
NVDA,2024-02-21,2024-02-21T14:42:12+00:00,"Nvidia Stock Drops Before Earnings, and Super Micro Computer Stock Also Tumbles",0.866,0.077,0.816,0.107
NVDA,2024-02-21,2024-02-21T14:40:12+00:00,Can Nvidia's earnings live up to the hype?,0.637,0.0,0.951,0.049
NVDA,2024-02-21,2024-02-21T14:15:00+00:00,Nvidia Reports Earnings Today. This Is What Investors Should Expect.,-0.71,0.077,0.87,0.053
NVDA,2024-02-21,2024-02-21T14:12:22+00:00,Nvidia: The market pulse,0.97,0.0,0.944,0.056
NVDA,2024-02-21,2024-02-21T14:04:13+00:00,15 Best Least Shorted Stocks to Buy Now,1.0,0.022,0.872,0.106
NVDA,2024-02-21,2024-02-21T14:02:44+00:00,"US STOCKS-Wall St set to retreat ahead of AI-darling Nvidia's results, Fed minutes",0.975,0.04,0.887,0.073
NVDA,2024-02-21,2024-02-21T13:55:23+00:00,Stock Market Today: Dow Jones Futures Fall Ahead Of Today's Fed Minutes; Nvidia Earnings Next,0.0,0.0,1.0,0.0
TSLA,2023-07-19,2023-07-19T23:38:34+00:00,Musk Says Tesla to Spend Over $1 Billion on Dojo Supercomputer,0.162,0.051,0.897,0.053
TSLA,2023-07-19,2023-07-19T23:37:44+00:00,Why Is Tesla Stock Down After Earnings? Is TSLA Stock a Buy Now?,0.7,0.0,0.775,0.225
TSLA,2023-07-19,2023-07-19T23:08:52+00:00,"Asian stocks muted, tech falls ahead of TSMC earnings",-0.915,0.082,0.869,0.049
TSLA,2023-07-19,2023-07-19T22:32:54+00:00,"Dow Jones Futures Fall: Market Rally Hits Fresh 2023 Highs; Tesla Earnings Top, With Caveats",0.477,0.0,0.86,0.14
TSLA,2023-07-19,2023-07-19T22:30:06+00:00,"Compared to Estimates, Tesla (TSLA) Q2 Earnings: A Look at Key Metrics",0.984,0.006,0.906,0.087
TSLA,2023-07-19,2023-07-19T22:28:00+00:00,Tesla Profit Jumps 20% as Price Cuts Help Lift Deliveries,-0.883,0.191,0.75,0.059
TSLA,2023-07-19,2023-07-19T22:16:29+00:00,Tesla Earnings Jump 20%; Elon Musk Says 'Autonomy' Will Make Sliding Margins 'Look Silly',0.44,0.0,0.879,0.121
TSLA,2023-07-19,2023-07-19T22:15:00+00:00,"Full Slate of Q2 Earnings: TSLA, NFLX, IBM, UAL &amp; More",0.998,0.024,0.844,0.132
TSLA,2023-07-19,2023-07-19T22:01:48+00:00,"Tesla earnings: EV maker has ""dominated the market"" despite difficult environment, analyst says",0.988,0.068,0.845,0.087
TSLA,2023-07-19,2023-07-19T21:41:14+00:00,Tesla dented by Musk's electric car price war,0.949,0.072,0.824,0.105
TSLA,2023-07-19,2023-07-19T21:37:17+00:00,"Netflix stock falls despite big subscriber growth, Tesla gross margins underperform",1.0,0.041,0.808,0.151
TSLA,2023-07-19,2023-07-19T21:35:06+00:00,Tesla (TSLA) Beats Q2 Earnings and Revenue Estimates,0.995,0.005,0.898,0.096
TSLA,2023-07-19,2023-07-19T21:21:36+00:00,Tesla profit margins slip as price cuts weigh on earnings,0.772,0.048,0.827,0.126
TSLA,2023-07-19,2023-07-19T21:21:20+00:00,"United Airlines, Las Vegas Sands, Netflix, Tesla: Stocks moving in after-hours",0.0,0.0,1.0,0.0
TSLA,2023-07-19,2023-07-19T21:14:00+00:00,"Top Analyst Just Compared Tesla to Apple In 2008 (Apple Is Up 3,873% Since)",0.7,0.0,0.921,0.079
TSLA,2023-07-19,2023-07-19T21:02:54+00:00,"Dow Jones Futures: Market Rally Hits Fresh 2023 Highs; Tesla, Netflix Are Key Earnings Movers",0.477,0.0,0.86,0.14
TSLA,2023-07-19,2023-07-19T20:41:00+00:00,"As Netflix, Tesla Earnings Land, We Enter a Game of High Expectations",0.25,0.0,0.938,0.063
TSLA,2023-07-19,2023-07-19T20:40:51+00:00,"Tesla' income jumps 20%, but shares fall after hours amid profit concerns",0.994,0.032,0.839,0.129
TSLA,2023-07-19,2023-07-19T20:34:00+00:00,Tesla Just Rolled Out a Big New Update Its Customers Will Love,0.625,0.0,0.928,0.072
TSLA,2023-07-19,2023-07-19T20:31:25+00:00,"Tesla earnings beat estimates, but price cuts weigh on results",-0.824,0.103,0.816,0.082
TSLA,2023-07-19,2023-07-19T20:24:55+00:00,Tesla Stock Wavers in Late Trading as Investors Eye Profits,0.296,0.0,0.896,0.104
TSLA,2023-07-19,2023-07-19T20:19:47+00:00,Tesla earnings: EV maker reports Q2 revenue and earnings beat; Musk says Q3 production will decrease slightly,0.985,0.027,0.898,0.075
TSLA,2023-07-19,2023-07-19T20:06:21+00:00,Tesla reports sequentially lower quarterly gross margin,0.485,0.088,0.814,0.098
TSLA,2023-07-19,2023-07-19T19:08:02+00:00,"Dow futures slip as Tesla, Netflix report",0.625,0.029,0.929,0.042
TSLA,2023-07-19,2023-07-19T17:49:00+00:00,Tesla Rival Brings on Bad News About Its Electric Vehicles,0.765,0.027,0.866,0.107
TSLA,2023-07-19,2023-07-19T17:34:23+00:00,"3 EV Stocks to Buy to Turn $1,000 Into $1 Million",0.999,0.014,0.853,0.133
TSLA,2023-07-19,2023-07-19T17:18:36+00:00,Tesla to hand over Musk's emails to JPMorgan in lawsuit over 2018 tweet,0.92,0.027,0.908,0.065
TSLA,2023-07-19,2023-07-19T16:45:00+00:00,Individual Investors Load Up on Tesla Stock Ahead of Earnings,0.459,0.0,0.921,0.079
TSLA,2023-07-19,2023-07-19T16:30:19+00:00,"New Car Market: Ford, Tesla Drop Prices by Up to 20% Thanks to Millions of Unwanted EVs",0.889,0.066,0.855,0.079
TSLA,2023-07-19,2023-07-19T16:29:02+00:00,GM And Ford Are Having EV Difficulties,0.921,0.071,0.842,0.088
TSLA,2023-07-19,2023-07-19T16:21:33+00:00,"Tesla Plans to Expand German Gigafactory, Creating Largest Car Plant in Europe",0.904,0.0,0.826,0.174
TSLA,2023-07-19,2023-07-19T16:21:30+00:00,Investors shift focus to Big Tech earnings,0.994,0.041,0.84,0.12
TSLA,2023-07-19,2023-07-19T16:16:30+00:00,S&amp;P 500 in 'terrific uptrend' as sectors reach record-highs: Analyst,0.0,0.0,1.0,0.0
TSLA,2023-07-19,2023-07-19T16:00:00+00:00,Ex-Tesla Exec Secures $5 Billion Valuation On Battery Recycling Venture,0.558,0.035,0.921,0.044
TSLA,2023-07-19,2023-07-19T15:58:00+00:00,North America Owners of These Electric Vehicles Just Got Great News,-0.856,0.121,0.879,0.0
TSLA,2023-07-19,2023-07-19T15:28:00+00:00,Tesla Skeptic Turns Bullish,0.998,0.041,0.838,0.121
TSLA,2023-07-19,2023-07-19T15:16:53+00:00,"S&amp;P 500 climbs as earnings season heats up ahead of Netflix, Tesla earnings",-0.421,0.067,0.873,0.06
TSLA,2023-07-19,2023-07-19T15:08:42+00:00,"Tesla inventory, order backlog data signal a worrying demand picture",-0.876,0.045,0.934,0.021
TSLA,2023-07-19,2023-07-19T14:54:59+00:00,Tesla Faces Profit Test After $540 Billion Rally,0.992,0.059,0.836,0.105
TSLA,2023-07-19,2023-07-19T14:50:00+00:00,5 Big Cap Earnings Charts to Watch This Week,0.997,0.018,0.81,0.172
TSLA,2023-07-19,2023-07-19T14:37:19+00:00,"Dow Jones Rises: Highly Shorted Carvana Surges On Guidance, Debt Deal; Tesla, Netflix Earnings Due",-0.052,0.09,0.827,0.083
TSLA,2023-07-19,2023-07-19T14:30:01+00:00,Tesla Reports Earnings Today: What to Expect,0.0,0.0,1.0,0.0
TSLA,2023-07-19,2023-07-19T14:27:45+00:00,"Cathie Wood’s ARK funds sell Tesla &amp; Coinbase, buys Twilio",0.677,0.0,0.859,0.141
TSLA,2023-07-19,2023-07-19T14:18:00+00:00,"Tesla, Ford, and the EV Inventory Debate on Wall Street",0.265,0.096,0.75,0.153
TSLA,2023-07-19,2023-07-19T14:01:37+00:00,Tesla chair Robyn Denholm joins Australian AI healthcare start-up,0.077,0.145,0.692,0.164
TSLA,2023-07-19,2023-07-19T14:00:29+00:00,"Tesla Earnings Day: TSLA Upgraded, Rally Snubs Sellers As Cybertruck Takes Centerstage",-0.681,0.081,0.897,0.022
TSLA,2023-07-19,2023-07-19T13:26:40+00:00,"Carvana debt deal, Goldman Sachs profit miss, Netflix &amp; Tesla earnings: Top stories",0.984,0.08,0.783,0.137
TSLA,2023-07-19,2023-07-19T13:22:13+00:00,"Tesla Builds First Cybertruck, Ford Cuts F-150 Lightning Price",0.992,0.037,0.854,0.109
TSLA,2023-07-19,2023-07-19T12:45:00+00:00,"Prediction: These 2 Growth Stocks Will Join Apple, Amazon, Alphabet, Nvidia, and Microsoft in the $1 Trillion Club",0.916,0.0,0.825,0.175
TSLA,2023-07-19,2023-07-19T12:18:14+00:00,12 Best NASDAQ Stocks Under $50,1.0,0.017,0.837,0.146
TSLA,2023-10-18,2023-10-18T23:26:00+00:00,Tesla’s Musk Warns of Cybertruck Challenges,0.66,0.088,0.797,0.115
TSLA,2023-10-18,2023-10-18T23:10:15+00:00,Chinese EV makers sink tracking disappointing Tesla Q3 earnings,-0.059,0.098,0.808,0.094
TSLA,2023-10-18,2023-10-18T22:54:00+00:00,Tesla Earnings: 7 Metrics You Should See,0.0,0.0,1.0,0.0
TSLA,2023-10-18,2023-10-18T22:31:40+00:00,Tesla Earnings Slide 37%; Cybertruck Coming But Elon Musk Issues This Warning,-0.625,0.188,0.812,0.0
TSLA,2023-10-18,2023-10-18T22:16:45+00:00,"Asian stocks slide as rising yields batter tech, Fed chair awaited",-0.824,0.101,0.816,0.083
TSLA,2023-10-18,2023-10-18T22:05:46+00:00,Tesla CEO Musk Tempers Expectations on Cybertruck,0.893,0.034,0.76,0.205
TSLA,2023-10-18,2023-10-18T22:05:00+00:00,"Bond Yields Squeezing Equities; NFLX, LRCX, LVS Beat, TSLA Misses",0.995,0.039,0.844,0.117
TSLA,2023-10-18,2023-10-18T22:00:06+00:00,Tesla (TSLA) Reports Q3 Earnings: What Key Metrics Have to Say,0.979,0.006,0.912,0.082
TSLA,2023-10-18,2023-10-18T21:50:04+00:00,Tesla has an 'immense data advantage': Analyst,0.996,0.019,0.867,0.114
TSLA,2023-10-18,2023-10-18T21:25:08+00:00,Tesla (TSLA) Q3 Earnings and Revenues Miss Estimates,0.995,0.007,0.9,0.093
TSLA,2023-10-18,2023-10-18T21:23:36+00:00,"Netflix subscribers, Tesla earnings, Costco CEO: Top Stories",0.534,0.052,0.878,0.07
TSLA,2023-10-18,2023-10-18T21:10:24+00:00,Tesla Q3 Earnings Drop As Price Cuts Squeeze Margins But Fail To Boost Sales,-0.202,0.199,0.699,0.101
TSLA,2023-10-18,2023-10-18T21:04:49+00:00,Tesla profits fall after price cuts and plant shutdowns,0.382,0.093,0.808,0.099
TSLA,2023-10-18,2023-10-18T18:56:03+00:00,"Dow futures steady as Netflix, Tesla report",0.637,0.015,0.952,0.033
TSLA,2023-10-18,2023-10-18T18:54:57+00:00,3 Penny Stocks Poised to Become Multi-Baggers,0.999,0.023,0.854,0.123
TSLA,2023-10-18,2023-10-18T18:53:47+00:00,"US STOCKS-Wall St declines as yields rise again, investors assess latest earnings",0.977,0.069,0.814,0.117
TSLA,2023-10-18,2023-10-18T18:08:01+00:00,Why Rivian Stock Was Sliding Today,-0.201,0.058,0.91,0.032
TSLA,2023-10-18,2023-10-18T18:03:01+00:00,UPDATE 1-Chinese Tesla suppliers to invest nearly $1 bln in northern Mexico - state officials,0.608,0.017,0.952,0.031
TSLA,2023-10-18,2023-10-18T17:51:47+00:00,Tesla Earnings Due After the Close: What to Know,0.735,0.045,0.782,0.173
TSLA,2023-10-18,2023-10-18T16:38:29+00:00,Chinese Tesla suppliers to invest nearly $1 billion in northern Mexico - state officials,0.608,0.018,0.95,0.033
TSLA,2023-10-18,2023-10-18T16:31:00+00:00,Tesla’s Price Cuts to Weigh on Third-Quarter Earnings,0.178,0.1,0.769,0.131
TSLA,2023-10-18,2023-10-18T16:14:00+00:00,BMW to Adopt Tesla’s Charging Plug. Here Are the Holdouts.,-0.052,0.147,0.714,0.139
TSLA,2023-10-18,2023-10-18T15:54:42+00:00,Bill Ackman's Ambition Soars: New Investment Vehicle Targets Musk's X,0.998,0.043,0.8,0.157
TSLA,2023-10-18,2023-10-18T15:25:53+00:00,Elon Musk Asked The Government For $100 Million To Fund His Next 'Badass' Tesla Project — What's The Big Plan?,0.995,0.028,0.853,0.119
TSLA,2023-10-18,2023-10-18T15:24:06+00:00,"S&amp;P 500 falls as Nvidia drives tech lower ahead of Tesla, Netflix results",0.99,0.048,0.836,0.116
TSLA,2023-10-18,2023-10-18T14:57:19+00:00,Elon Musk is monitoring your yawns and blinks to prevent you from falling asleep at the wheel with Tesla’s Driver Drowsiness Warning,-0.593,0.06,0.897,0.043
TSLA,2023-10-18,2023-10-18T14:00:32+00:00,"Tesla Q3 earnings preview: Margins, delivery guidance, Cybertruck status in focus",0.969,0.031,0.897,0.072
TSLA,2023-10-18,2023-10-18T13:55:21+00:00,Dow Jones Falls After Key Housing Data; Tesla Stock Slides Ahead Of Earnings,0.0,0.0,1.0,0.0
TSLA,2023-10-18,2023-10-18T13:39:00+00:00,Cathie Wood takes $7 million out of wildly successful stock right before earnings,-0.84,0.102,0.871,0.027
TSLA,2023-10-18,2023-10-18T13:18:00+00:00,Elon Musk takes a shot at Tesla's most prominent U.S. electric vehicle rival,0.318,0.0,0.974,0.026
TSLA,2023-10-18,2023-10-18T13:11:58+00:00,Cathie Wood Just Explained Why She Has $899 Million Riding on Elon Musk and Tesla Stock (Hint: It Isn't Just the Robotaxi Opportunity),0.671,0.024,0.883,0.094
TSLA,2023-10-18,2023-10-18T12:33:21+00:00,"Dow Jones Futures Fall After Key Housing Data; Netflix, Tesla Earnings Next",0.0,0.0,1.0,0.0
TSLA,2023-10-18,2023-10-18T12:18:00+00:00,Get Plugged in on Tesla and Its Equilateral Triangle Ahead of Earnings,0.361,0.0,0.95,0.05
TSLA,2023-10-18,2023-10-18T12:06:00+00:00,Tesla Releases Earnings Today. Here’s What to Watch.,0.0,0.0,1.0,0.0
TSLA,2023-10-18,2023-10-18T12:00:58+00:00,Ferrari Stock Revs Up New Buy Point — Outranks Tesla,0.572,0.0,0.829,0.171
TSLA,2023-10-18,2023-10-18T11:30:00+00:00,"Why Tesla's Strong Growth Is Likely to Continue, Despite High Interest Rates",0.919,0.0,0.783,0.217
TSLA,2023-10-18,2023-10-18T11:07:28+00:00,"Dow Jones Futures Fall With Market Rally Rangebound; Five Stocks Near Buy Points, Tesla Earnings Due",0.422,0.127,0.686,0.186
TSLA,2023-10-18,2023-10-18T10:43:00+00:00,"Stocks lower, Tesla on deck, Netflix earnings in focus, United Airlines slumps, oil surges - 5 Things To Know",-0.886,0.232,0.716,0.051
TSLA,2023-10-18,2023-10-18T10:33:31+00:00,Tesla Earnings to Reveal Profit Impact Wrought by Price Cuts,0.994,0.077,0.806,0.117
TSLA,2023-10-18,2023-10-18T10:30:47+00:00,There’s Another Red Flag With QS Stock Few are Talking About,0.992,0.032,0.866,0.102
TSLA,2023-10-18,2023-10-18T09:58:00+00:00,"Tesla earnings on deck with margin pressure, FSD licensing, Cybertruck in focus",0.852,0.046,0.619,0.334
TSLA,2023-10-18,2023-10-18T09:37:00+00:00,"Zacks Investment Ideas feature highlights: S&amp;P 500 Index ETF, Nvidia, Semiconductor ETF, Advanced Micro Devices and Tesla",0.966,0.049,0.874,0.077
TSLA,2023-10-18,2023-10-18T09:35:00+00:00,"These Stocks Are Moving the Most Today: United, Morgan Stanley, ASML, J.B. Hunt, Tesla, Netflix, and More",-0.077,0.116,0.746,0.137
TSLA,2023-10-18,2023-10-18T09:29:00+00:00,"2 Magnificent Growth Stocks That Turned $1,000 Into $150,000 (or More)",-0.153,0.047,0.915,0.038
TSLA,2023-10-18,2023-10-18T09:06:00+00:00,"3 Stock-Split Stocks With 110% to 696% Upside, According to Select Wall Street Analysts and Pundits",0.178,0.0,0.946,0.054
TSLA,2023-10-18,2023-10-18T08:38:54+00:00,These Stocks Are Moving the Most Today,-0.077,0.107,0.767,0.126
TSLA,2023-10-18,2023-10-18T05:00:42+00:00,"Mid-East tensions, Chinese GDP, Netflix earnings - what's moving markets",-0.986,0.108,0.816,0.076
TSLA,2023-10-18,2023-10-18T01:14:36+00:00,7 Stocks to Cash In on This Little-Known $22.5 Trillion Opportunity,1.0,0.036,0.829,0.135
TSLA,2023-10-18,2023-10-18T00:00:00+00:00,Tesla Earnings: 7 Metrics You Should See,0.0,0.0,1.0,0.0
TSLA,2023-10-18,2023-10-18T00:00:00+00:00,Why Is Tesla Stock Down After Earnings? Is TSLA Stock a Buy Now?,0.202,0.113,0.733,0.154
TSLA,2024-04-23,2024-04-23T23:40:42+00:00,"Tesla’s Q1 revenue falls 9% amid mass layoffs in California, Texas",0.937,0.035,0.907,0.058
TSLA,2024-04-23,2024-04-23T22:56:08+00:00,Tesla to speed up rollout of cheaper electric cars,0.911,0.057,0.877,0.066
TSLA,2024-04-23,2024-04-23T22:37:23+00:00,Tesla notifies thousands in Texas and California of impending layoffs,0.92,0.019,0.93,0.051
TSLA,2024-04-23,2024-04-23T20:30:00+00:00,Warning! These 3 Blue-Chip Stocks Will Have You Seeing Red,0.522,0.066,0.862,0.072
TSLA,2024-04-23,2024-04-23T19:33:38+00:00,"Stocks Rally On Weaker PMI Data, Tech Earnings Optimism, Dollar Falls: What's Driving Markets Tuesday?",0.989,0.041,0.86,0.098
TSLA,2024-04-23,2024-04-23T19:20:20+00:00,Cathie Wood's Ark Empire Bleeds As Investor Outflows Spike: 'The Loyal Shareholders Have Become Frustrated',0.997,0.028,0.836,0.136
TSLA,2024-04-23,2024-04-23T18:50:00+00:00,General Motors' Financials Rise Despite Headwinds,0.993,0.029,0.864,0.107
TSLA,2024-04-23,2024-04-23T18:11:02+00:00,Prepare for a Charge: 3 Battery Stocks to Buy Before an EV Rebound,0.966,0.03,0.916,0.053
TSLA,2024-04-23,2024-04-23T16:37:42+00:00,Uncover Hidden Gems: 3 Silent Stocks Poised for Exponential Growth,0.999,0.024,0.828,0.148
TSLA,2024-04-23,2024-04-23T13:23:07+00:00,GM CFO on electric vehicle demand: It will be choppy,0.977,0.034,0.866,0.1
